GENE_SYMBOL	NAME	COSMIC_GENE_ID	CHROMOSOME	GENOME_START	GENOME_STOP	CHR_BAND	SOMATIC	GERMLINE	TUMOUR_TYPES_SOMATIC	TUMOUR_TYPES_GERMLINE	CANCER_SYNDROME	TISSUE_TYPE	MOLECULAR_GENETICS	ROLE_IN_CANCER	MUTATION_TYPES	TRANSLOCATION_PARTNER	OTHER_GERMLINE_MUT	OTHER_SYNDROME	TIER	SYNONYMS
PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	COSG89056	8	67952118	68237030	8q13.2	y	n	melanoma, pancreatic ductal adenocarcinoma			E	Dom	oncogene	Mis, N		n		1	PREX2,ENSG00000046889.18,Q70Z35,80243,DEP.2,FLJ12987,P-REX2,PPP1R129
PRF1	perforin 1	COSG63548	10	70597348	70602775	10q22.1	n	y		various leukaemia, lymphoma		L	Rec	TSG	Mis		y	Type 2 familial haemophagocytic lymphohistiocytosis	1	PRF1,ENSG00000180644.7,P14222,5551,HPLH2,P1,PFP
PRKACA	protein kinase cAMP-activated catalytic subunit alpha	COSG77801	19	14091688	14118084	19p13.12	y	n	fibrolamellar hepatocellular carcinoma, cortisol secreting adrenal adenoma			E	Dom	oncogene	T, Mis, N	DNAJB1	n		1	PRKACA,ENSG00000072062.13,P17612,5566,PKACa
PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	COSG89125	17	68511780	68551319	17q24.2	y	y	papillary thyroid	myxoma, endocrine, papillary thyroid	Carney complex	E, M	Dom/Rec	oncogene, TSG, fusion	T, Mis, N, F, S	RET	n		1	PRKAR1A,ENSG00000108946.14,P10644,5573,CNC1
PRKCB	protein kinase C beta	COSG108035	16	23835946	24220611	16p12.2	y	n	adult T-cell lymphoma-leukaemia			L			Mis		n		2	PRKCB,ENSG00000166501.13,5579,PKC(beta)
PRKD1	protein kinase D1	COSG100846	14	29576479	30191898	14q12	y	n	cribriform adenocarcinoma of the minor salivary glands, polymorphous adenocarcinoma of the minor salivary glands			E		fusion	T	PRKAR2A, SNX9	n	Autosomal dominant polycystic kidney disease	2	PRKD1,ENSG00000184304.14,5587,PKC-mu,PKCM,PKD
PRPF40B	pre-mRNA processing factor 40 homolog B	COSG58505	12	49568218	49644666	12q13.12	y	n	melanoma, colon carcinoma, MDS			E, L			F, N		n		2	PRPF40B,ENSG00000110844.13,25766,HYPC
PRRX1	paired related homeobox 1	COSG107040	1	170662728	170739419	1q24.2	y	n	AML			L	Dom	fusion	T	NUP98	n		1	PRRX1,ENSG00000116132.11,P54821,5396,PHOX1
PSIP1	PC4 and SFRS1 interacting protein 1	COSG99785	9	15464066	15511019	9p22.3	y	n	AML			L	Dom	oncogene, fusion	T	NUP98	n		1	PSIP1,ENSG00000164985.14,O75475,11168,DFS70,LEDGF,p52,p75
PTCH1	patched 1	COSG110583	9	95442980	95517057	9q22.32	y	y	skin basal cell, medulloblastoma	skin basal cell, medulloblastoma	nevoid basal cell carcinoma syndrome	E, M	Rec	TSG	Mis, N, F, S		n		1	PTCH1,ENSG00000185920.15,Q13635,5727,BCNS
PTEN	phosphatase and tensin homolog	COSG93969	10	87863113	87971930	10q23.31	y	y	glioma, prostate, endometrial	harmartoma, glioma, prostate, endometrial	Cowden syndrome, Bannayan-Riley-Ruvalcaba syndrome	L, E, M, O	Dom	TSG	D, Mis, N, F, S		n		1	PTEN,ENSG00000171862.10,P60484,5728,MMAC1,PTEN1,TEP1
PTK6	protein tyrosine kinase 6	COSG110739	20	63528001	63537370	20q13.33	y	n	renal, gastric, head and neck, ovarian, others			E	Dom	oncogene, TSG	Mis, N		n		1	PTK6,ENSG00000101213.6,Q13882,5753,BRK
PTPN11	protein tyrosine phosphatase, non-receptor type 11	COSG69144	12	112418351	112509913	12q24.13	y	n	JMML, AML, MDS			L	Dom	oncogene	Mis		y	Noonan Syndrome	1	PTPN11,ENSG00000179295.17,Q06124,5781,BPTP3,PTP2C,SH-PTP2,SHP-2,SHP2
PTPN13	protein tyrosine phosphatase, non-receptor type 13	COSG99040	4	86594315	86815171	4q21.3	y	y	lung, NSCLC, gastric, peritoneal carcinomatosis	hepatocellular	Familial Hepatocellular Carcinoma	E	Rec	TSG	Mis, N		n		1	PTPN13,ENSG00000163629.12,Q12923,5783,PTP-BAS,PTP-BL,PTP1E,PTPL1
PTPN6	protein tyrosine phosphatase, non-receptor type 6	COSG79566	12	6946468	6961316	12p13.31	y	n	DLBCL			L		TSG	Mis		n		2	PTPN6,ENSG00000111679.16,P29350,5777,HCP,HCPH,PTP-1C,SHP-1,SHP1
PTPRB	protein tyrosine phosphatase, receptor type B	COSG95132	12	70515866	70637440	12q15	y	n	angiosarcoma			E	Rec	TSG	N, Mis, S, F		n		1	PTPRB,ENSG00000127329.15,P23467,5787
PTPRC	protein tyrosine phosphatase, receptor type C	COSG68417	1	198638457	198757476	1q32.1	y	n	T-ALL			L	Rec	TSG	Mis, N, S		n		1	PTPRC,ENSG00000081237.19,P08575,5788,GP180,LCA,T200
PTPRD	protein tyrosine phosphatase, receptor type D	COSG115052	9	8314246	10612723	9p24.1	y	n	lung cancer, kidney cancer, HNSCC, glioblastoma			E, O		TSG	D, N, Mis		n		2	PTPRD,ENSG00000153707.16,P23468,5789,HPTP,PTPD
PTPRK	protein tyrosine phosphatase, receptor type K	COSG115981	6	127968779	128520674	6q22.33	y	n	colorectal			E	Dom	TSG, fusion	T	RSPO3	n		1	PTPRK,ENSG00000152894.14,Q15262,5796,R-PTP-kappa
PTPRT	protein tyrosine phosphatase, receptor type T	COSG59352	20	42072752	43189970	20q13.11	y	n	HNSCC, colorectal cancer, gastric cancer, lung cancer, melanoma			E		TSG	Mis, N		n		1	PTPRT,ENSG00000196090.12,11122,KIAA0283,RPTPrho
PWWP2A	PWWP domain containing 2A	COSG109642	5	160061801	160119423	5q33.3	y	n	Spitzoid tumour			E	Dom	fusion	T	ROS1	n		2	PWWP2A,ENSG00000170234.12,Q96N64,114825,KIAA1935
QKI	QKI, KH domain containing RNA binding	COSG84239	6	163414000	163578596	6q26	y	n	angiocentric glioma, colorectal cancer			E, O	Dom	oncogene, TSG	Mis, F, T	MYB	n		1	QKI,ENSG00000112531.16,Q96PU8,9444,QK3
RABEP1	rabaptin, RAB GTPase binding effector protein 1	COSG92649	17	5282265	5385812	17p13.2	y	n	CMML			L	Dom	fusion	T	PDGFRB	n		1	RABEP1,ENSG00000029725.16,Q15276,9135,RAB5EP,RABPT5,neurocrescin,rabaptin-5
RAC1	Rac family small GTPase 1	COSG96249	7	6374523	6403977	7p22.1	y	n	melanoma, carcinoma			E	Dom	oncogene	Mis, F		n		1	RAC1,ENSG00000136238.17,P63000,5879,Rac-1,TC-25,p21-Rac1
RAD17	RAD17 checkpoint clamp loader component	COSG91280	5	69369293	69414801	5q13.2	y	n	lymphoma, colon cancer			E, L		TSG	D		n		2	RAD17,ENSG00000152942.18,O75943,5884,CCYC,RAD17Sp,Rad24
RAD21	RAD21 cohesin complex component	COSG63146	8	116845935	116874866	8q24.11	y	n	AML, endometrium, colorectal, lung			L, E	Rec	oncogene, TSG	Mis, N, F		y	Cornelia de Lange syndrome-4	1	RAD21,ENSG00000164754.14,O60216,5885,KIAA0078,SCC1,hHR21
RAD50	RAD50 double strand break repair protein	COSG82484	5	132556019	132646344	5q31.1	y	y	breast cancer	breast cancer, ovarian cancer		E		TSG	D, F, Mis, N, O		n		1	RAD50,ENSG00000113522.13,Q92878,10111,RAD50-2,hRad50
RAD51B	RAD51 paralog B	COSG94271	14	67819779	68730218	14q24.1	y	n	lipoma, uterine leiomyoma			M	Dom	TSG, fusion	T	HMGA2	n		1	RAD51B,ENSG00000182185.18,5890,R51H2,REC2,hREC2
RAD51C	RAD51 paralog C	COSG61292	17	58692573	58735611	17q22	n	y		ovarian, breast	familial breast-ovarian cancer susceptibility 3, fanconi anaemia,	E		TSG	F, Mis, N, S		n		1	RAD51C,ENSG00000108384.14,O43502,5889,FANCO,RAD51L2
RAF1	Raf-1 proto-oncogene, serine/threonine kinase	COSG112523	3	12583601	12664226	3p25.2	y	n	pilocytic astrocytoma, prostate			O, E	Dom	oncogene, fusion	T, A	SRGAP3, ESRP1	n		1	RAF1,ENSG00000132155.11,P04049,5894,CRAF,Raf-1,c-Raf
RALGDS	ral guanine nucleotide dissociation stimulator	COSG102669	9	133097720	133149334	9q34.2	y	n	PMBL, Hodgkin lymphoma,			L	Dom	fusion	T	CIITA	n		2	RALGDS,ENSG00000160271.15,Q12967,5900,RGDS,RGF,RalGEF
RANBP2	RAN binding protein 2	COSG59445	2	108719481	108785811	2q13	y	n	inflammatory myofibroblastic tumour			M	Dom	TSG, fusion	T	ALK	n		1	RANBP2,ENSG00000153201.15,P49792,5903,ADANE,NUP358
RAP1B	RAP1B, member of RAS oncogene family	COSG66550	12	68610839	68671901	12q15	y	n	glioma			O		oncogene	A, Mis		n		2	RAP1B,ENSG00000127314.17,P61224,5908,DKFZp586H0723,K-REV,RAL1B
RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	COSG102103	4	98261384	98443861	4q23	y	n	T-ALL			L	Dom	oncogene, fusion	T	NUP98	n		1	RAP1GDS1,ENSG00000138698.14,P52306,5910,SmgGDS
RARA	retinoic acid receptor alpha	COSG68638	17	40309192	40357643	17q21.2	y	n	APL			L	Dom	oncogene, fusion	T	PML, ZBTB16, TRIM24, NUMA1, NPM1	n		1	RARA,ENSG00000131759.17,P10276,5914,NR1B1,RAR
RB1	RB transcriptional corepressor 1	COSG77480	13	48303726	48599436	13q14.2	y	y	retinoblastoma, sarcoma, breast, small cell lung carcinoma	retinoblastoma, sarcoma, breast, small cell lung carcinoma	familial retinoblastoma	L, E, M, O	Rec	TSG	D, Mis, N, F, S		n		1	RB1,ENSG00000139687.14,P06400,5925,PPP1R130,RB
RBM10	RNA binding motif protein 10	COSG114440	X	47144869	47186813	Xp11.3	y	n	lung adenocarcinoma			E	Rec/X	TSG	Mis, F, N		y	TARP syndrome	1	RBM10,ENSG00000182872.15,P98175,8241,DXS8237E,GPATC9,GPATCH9,KIAA0122,S1-1,ZRANB5
RBM15	RNA binding motif protein 15	COSG93845	1	110338506	110346681	1p13.3	y	n	acute megakaryocytic leukaemia			L	Dom	fusion	T	MKL1	n		1	RBM15,ENSG00000162775.14,Q96T37,64783,OTT,OTT1
RECQL4	RecQ like helicase 4	COSG81638	8	144511288	144517845	8q24.3	n	y		osteosarcoma, skin basal cell, skin sqamous cell	Rothmund-Thompson syndrome	M	Rec	oncogene, TSG	N, F, S		n		1	RECQL4,ENSG00000160957.12,O94761,9401,RecQ4
REL	REL proto-oncogene, NF-kB subunit	COSG73340	2	60881521	60931610	2p16.1	y	n	Hodgkin lymphoma			L	Dom	oncogene	A		n		1	REL,ENSG00000162924.14,Q04864,5966,I-Rel,c-Rel
RET	ret proto-oncogene	COSG68325	10	43077027	43130351	10q11.21	y	y	medullary thyroid, papillary thyroid, pheochromocytoma, NSCLC, Spitzoid tumour	medullary thyroid,  papillary thyroid, pheochromocytoma	multiple endocrine neoplasia 2A/2B	E, O	Dom	oncogene, fusion	T, Mis, N, F	H4, PRKAR1A, NCOA4, PCM1, GOLGA5, TRIM33, KTN1, TRIM27, HOOK3, KIF5B, CCDC6	y	Hirschsprung disease	1	RET,ENSG00000165731.18,P07949,5979,CDHF12,CDHR16,PTC,RET51
RFWD3	ring finger and WD repeat domain 3	COSG70379	16	74621394	74666881	16q23.1	y	y	lung cancer		Fanconi anemia W	E		TSG	D		n		2	RFWD3,ENSG00000168411.13,Q6PCD5,55159,FANCW,FLJ10520,RNF201
RGPD3	RANBP2-like and GRIP domain containing 3	COSG61420	2	106391290	106468376	2q12.2	y	n	endometrioid adenocarcinoma			E			Mis		n		2	RGPD3,ENSG00000153165.18,A6NKT7,653489,RGP3
RGS7	regulator of G protein signaling 7	COSG77034	1	240775515	241357230	1q43	y	n	melanoma			E			Mis		n		2	RGS7,ENSG00000182901.16,P49802,6000
RHOA	ras homolog family member A	COSG65553	3	49359145	49412998	3p21.31	y	n	diffuse gastric, T cell lymphomas, paediatric Burkitt lymphoma			E, L	Dom	oncogene, TSG	Mis, F, O		n		1	RHOA,ENSG00000067560.10,P61586,387,RHOH12,Rho12,RhoA
RHOH	ras homolog family member H	COSG100969	4	40191053	40246967	4p14	y	n	NHL			L	Dom	TSG, fusion	T	BCL6	n		1	RHOH,ENSG00000168421.12,Q15669,399,RhoH,TTF
RMI2	RecQ mediated genome instability 2	COSG114685	16	11249619	11351762	16p13.13	y	n	PMBL, Hodgkin lymphoma			L	Dom	TSG, fusion	T	CIITA	n		1	RMI2,ENSG00000175643.8,Q96E14,116028,BLAP18,MGC24665
RNF213	ring finger protein 213	COSG79337	17	80260866	80398786	17q25.3	y	n	ALCL			L	Dom	fusion	T	ALK	n		1	RNF213,ENSG00000173821.19,57674,ALO17,KIAA1554,NET57
RNF43	ring finger protein 43	COSG77343	17	58352500	58417595	17q22	y	n	cholangiocarcinoma, ovary, pancreas			E	Rec	TSG	Mis, N, F, S		n		1	RNF43,ENSG00000108375.12,Q68DV7,54894,DKFZp781H0392,FLJ20315,URCC
ROBO2	roundabout guidance receptor 2	COSG87597	3	75906695	77649964	3p12.3	y	n	colorectal adenocarcinoma, melanoma			E		TSG	F		n		2	ROBO2,ENSG00000185008.17,Q9HCK4,6092,KIAA1568
ROS1	ROS proto-oncogene 1, receptor tyrosine kinase	COSG103633	6	117288300	117425855	6q22.1	y	n	glioblastoma, NSCLC, Spitzoid tumour, cholangiocarcinoma, borderline ovarian			O, E	Dom	oncogene, fusion	T	GOPC, SDC4, SLC34A2, EZR, LRIG3, HLA-A, MYO5A, PPFIBP1, ERC1, CLIP1, TPM3, ZCCHHC8, KIAA1598, PWWP2A	n		1	ROS1,ENSG00000047936.10,P08922,6098,MCF3,ROS,c-ros-1
RPL10	ribosomal protein L10	COSG112537	X	154389955	154409168	Xq28	y	n	T-ALL			L	Dom	TSG	Mis		n		1	RPL10,ENSG00000147403.16,P27635,6134,DXS648,DXS648E,FLJ23544,L10,NOV,QM
RPL22	ribosomal protein L22	COSG73509	1	6181269	6209389	1p36.31	y	n	AML, CML			L	Dom	TSG, fusion	T	RUNX1	n		1	RPL22,ENSG00000116251.9,P35268,6146,EAP,L22
RPL5	ribosomal protein L5	COSG101735	1	92831983	92841924	1p22.1	y	n	T-ALL			L	Dom	TSG	Mis, N, F		y	Diamond-Blackfan anaemia	1	RPL5,ENSG00000122406.13,6125,L5,PPP1R135,uL18
RPN1	ribophorin I	COSG77777	3	128619970	128681075	3q21.3	y	n	AML			L	Dom	fusion	T	MECOM	n		1	RPN1,ENSG00000163902.11,P04843,6184,OST1
RRAS2	RAS related 2	COSG70136	11	14277926	14364506	11p15.2	y	n	intracranial germ cell tumour			O		oncogene	Mis		n		1	RRAS2,ENSG00000133818.13,P62070,22800,TC21
RSPO2	R-spondin 2	COSG86313	8	107899316	108083648	8q23.1	y	n	colorectal			E	Dom	TSG, fusion	T	EIF3E	n		1	RSPO2,ENSG00000147655.10,Q6UXX9,340419,MGC35555
RSPO3	R-spondin 3	COSG61346	6	127118604	127197765	6q22.33	y	n	colorectal			E	Dom	oncogene, fusion	T	PTPRK	n		1	RSPO3,ENSG00000146374.13,Q9BXY4,84870,FLJ14440
RUNX1	runt related transcription factor 1	COSG64498	21	34787801	36004667	21q22.12	y	n	AML, pre B-ALL, T-ALL			L	Dom	oncogene, TSG, fusion	T	RPL22, MECOM, CBFA2T3, RUNX1T1, ETV6, AFF3	n		1	RUNX1,ENSG00000159216.18,Q01196,861,AMLCR1,PEBP2A2
RUNX1T1	RUNX1 translocation partner 1	COSG111690	8	91954967	92103286	8q21.3	y	n	AML			L	Dom	oncogene, TSG, fusion	T	KMT2A, RUNX1	n		1	RUNX1T1,ENSG00000079102.16,862,CDR,ETO,MTG8,ZMYND2
RXRA	retinoid X receptor alpha	COSG75470	9	134317098	134440585	9q34.2	y	n	bladder carcinoma			E		TSG	F, Mis, N		n		1	RXRA,ENSG00000186350.9,P19793,6256,NR2B1
S100A7	S100 calcium binding protein A7	COSG80247	1	153457744	153460701	1q21.3	y	n	melanoma, T-cell lymphoma			L, O		fusion	T	VAV1	n		2	S100A7,ENSG00000143556.8,P31151,6278,S100A7c
SALL4	spalt like transcription factor 4	COSG110233	20	51782331	51802520	20q13.2	y	n	colorectal cancer, breast cancer, prostate cancer, glioblastoma, melanoma			E		oncogene	Mis, F		n	Duane-radial ray syndrome	1	SALL4,ENSG00000101115.12,Q9UJQ4,57167,ZNF797,dJ1112F19.1
SBDS	SBDS, ribosome maturation factor	COSG90100	7	66987677	66995601	7q11.21	n	y		AML, MDS	Schwachman-Diamond syndrome	L	Rec	TSG	F, N, O		n		1	SBDS,ENSG00000126524.9,Q9Y3A5,51119,CGI-97,FLJ10917,SDS,SWDS
SDC4	syndecan 4	COSG77983	20	45325288	45348424	20q13.12	y	n	NSCLC			E	Dom	fusion	T	ROS1	n		1	SDC4,ENSG00000124145.6,P31431,6385,SYND4,amphiglycan,ryudocan
SDHA	succinate dehydrogenase complex flavoprotein subunit A	COSG76340	5	218241	256700	5p15.33	y	y	GIST, paraganglioma	paraganglioma	paragangliomas-5 (PGL5)	M, O	Rec	TSG	Mis, N		n		1	SDHA,ENSG00000073578.16,P31040,6389,FP,SDHF
SDHAF2	succinate dehydrogenase complex assembly factor 2	COSG70475	11	61430042	61447529	11q12.2	n	y		paraganglioma	paraganglioma syndrome 2	M	Rec	TSG	Mis		n		1	SDHAF2,ENSG00000167985.6,Q9NX18,54949,FLJ20487,SDH5
SDHB	succinate dehydrogenase complex iron sulfur subunit B	COSG111326	1	17018722	17054170	1p36.13	n	y		paraganglioma, pheochromocytoma	familial paraganglioma	O	Rec	TSG	Mis, N, F		n		1	SDHB,ENSG00000117118.9,P21912,6390
SDHC	succinate dehydrogenase complex subunit C	COSG99638	1	161314257	161375340	1q23.3	n	y		paraganglioma, pheochromocytoma	familial paraganglioma	O	Rec	TSG	Mis, N, F		n		1	SDHC,ENSG00000143252.14,Q99643,6391,CYB560,cybL
SDHD	succinate dehydrogenase complex subunit D	COSG95892	11	112086773	112120013	11q23.1	n	y		paraganglioma, pheochromocytoma	familial paraganglioma	O	Rec	TSG	Mis, N, F, S		n		1	SDHD,ENSG00000204370.10,O14521,6392,cybS
SEPT5	septin 5	COSG61422	22	19714464	19724224	22q11.21	y	n	AML			L	Dom	fusion	T	KMT2A	n		2	SEPT5,ENSG00000184702.19,Q99719,5413,H5,HCDCREL-1
SEPT6	septin 6	COSG70569	X	119615724	119693370	Xq24	y	n	AML			L	Dom	fusion	T	KMT2A	n		2	SEPT6,ENSG00000125354.22,Q14141,23157,KIAA0128,MGC16619,MGC20339,SEP2,SEPT2
SEPT9	septin 9	COSG86979	17	77280569	77500596	17q25.3	y	n	AML*			L	Dom	fusion	T	KMT2A	n		2	SEPT9,ENSG00000184640.17,Q9UHD8,10801,AF17q25,KIAA0991,MSF1,PNUTL4,SeptD1
SET	SET nuclear proto-oncogene	COSG104989	9	128683424	128696400	9q34.11	y	n	T-ALL			L	Dom	oncogene, fusion	T	NUP214	n		1	SET,ENSG00000119335.16,Q01105,6418,2PP2A,IGAAD,IPP2A2,PHAPII,TAF-I,TAF-IBETA
SETBP1	SET binding protein 1	COSG82137	18	44680173	45068510	18q12.3	y	y	aCML, sAML, MDS/MPN-U, CMML, JMML	neuroepithelial tumours	Schinzel-Giedion syndrome	L	Dom	oncogene, fusion	Mis, T	NUP98	n		1	SETBP1,ENSG00000152217.17,Q9Y6X0,26040,KIAA0437,SEB
SETD1B	SET domain containing 1B	COSG113695	12	121804180	121832584	12q24.31	y	n	CRC, endometrium			E		TSG	D, F		n		2	SETD1B,ENSG00000139718.10,Q9UPS6,23067,KIAA1076,KMT2G,Set1B
SETD2	SET domain containing 2	COSG98373	3	47016429	47163967	3p21.31	y	n	clear cell renal carcinoma			E	Rec	TSG	N, F, S, Mis		n		1	SETD2,ENSG00000181555.20,Q9BYW2,29072,FLJ23184,HIF-1,HYPB,KIAA1732,KMT3A
SETDB1	SET domain bifurcated 1	COSG106164	1	150926263	150964744	1q21.3	y	n	malignant mesothelioma			E		oncogene	F, Mis		n		2	SETDB1,ENSG00000143379.12,Q15047,9869,ESET,KG1T,KIAA0067,KMT1E,TDRD21
SF3B1	splicing factor 3b subunit 1	COSG68035	2	197389784	197435091	2q33.1	y	n	myelodysplastic syndrome			L	Dom	oncogene	Mis		n		1	SF3B1,ENSG00000115524.15,O75533,23451,Hsh155,PRPF10,Prp10,SAP155,SF3b155
SFPQ	splicing factor proline and glutamine rich	COSG102257	1	35176378	35193148	1p34.3	y	n	papillary renal			E	Dom	TSG, fusion	T	TFE3	n		1	SFPQ,ENSG00000116560.10,P23246,6421,PPP1R140,PSF
SFRP4	secreted frizzled related protein 4	COSG92761	7	37905932	38025695	7p14.1	y	n	colorectal cancer, melanoma, SCC, gastric cancer, oesophageal SCC			E	Rec	TSG	Mis		y	Pyle disease	1	SFRP4,ENSG00000106483.11,Q6FHJ7,6424,FRP-4,FRPHE,FRZB-2,frpHE
SGK1	serum/glucocorticoid regulated kinase 1	COSG63500	6	134169246	134318112	6q23.2	y	n	Nodular lymphocyte predominant Hodgkin lymphoma			L		oncogene	Mis		n		2	SGK1,ENSG00000118515.11,O00141,6446
SH2B3	SH2B adaptor protein 3	COSG79851	12	111405948	111451623	12q24.12	y	n	MPN, sAML, erythrocytosis, B-ALL			L	Rec	TSG	Mis, F, N		y	Coeliac disease type 13; diabetes mellitus, insulin-dependent;	1	SH2B3,ENSG00000111252.10,Q9UQQ2,10019,IDDM20,LNK
SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2	COSG66356	19	4360370	4400547	19p13.3	y	n	AL			L	Dom	oncogene, fusion	T	KMT2A	n		1	SH3GL1,ENSG00000141985.9,Q99961,6455,CNSA1,EEN,MGC111371,SH3D2B,SH3P8
SHTN1	shootin 1	COSG92016	10	116881482	117126586	10q25.3	y	n	Spitzoid tumour			E	Dom	fusion	T	ROS1	n		2	SHTN1,ENSG00000187164.19,A0MZ66,57698,shootin-1,shootin1
SIRPA	signal regulatory protein alpha	COSG81390	20	1894167	1940592	20p13	y	n	HNSCC, colorectal cancer, Lung SCC			E		TSG	O, F		n		2	SIRPA,ENSG00000198053.11,P78324,140885,BIT,CD172a,MFR,MYD-1,P84,SHPS-1,SHPS1,SIRP,SIRP-ALPHA-1,SIRPalpha,SIRPalpha2
SIX1	SIX homeobox 1	COSG59671	14	60643415	60658259	14q23.1	y	n	Wilms tumour			O		oncogene	Mis		n		1	SIX1,ENSG00000126778.9,Q15475,6495
SIX2	SIX homeobox 2	COSG60891	2	45005161	45009430	2p21	y	n	Wilms tumour			O		oncogene	Mis		n		2	SIX2,ENSG00000170577.7,Q9NPC8,10736
SKI	SKI proto-oncogene	COSG101216	1	2228695	2310119	1p36.33	y	n	melanoma			E		oncogene	Mis		n		2	SKI,ENSG00000157933.9,P12755,6497
SLC34A2	solute carrier family 34 member 2	COSG66821	4	25648011	25678748	4p15.2	y	n	NSCLC			E	Dom	TSG, fusion	T	ROS1	n		1	SLC34A2,ENSG00000157765.12,O95436,10568,NAPI-3B
SLC45A3	solute carrier family 45 member 3	COSG90757	1	205657851	205680459	1q32.1	y	n	prostate			E	Dom	fusion	T	ETV1, ETV5, ELK4, ERG, BRAF	n		1	SLC45A3,ENSG00000158715.5,Q96JT2,85414,IPCA-2,IPCA-6,IPCA-8,prostein
SMAD2	SMAD family member 2	COSG72498	18	47808957	47931146	18q21.1	y	n	colorectal carcinoma, hepatocellular carcinoma			E	Rec	TSG	Mis, N		n		1	SMAD2,ENSG00000175387.15,Q15796,4087,JV18-1,MADR2
SMAD3	SMAD family member 3	COSG112721	15	67063763	67195195	15q22.33	y	n	colorectal carcinoma, oral squamous cell carcinoma			E	Rec	TSG	Mis		n		1	SMAD3,ENSG00000166949.15,P84022,4088,HsT17436,JV15-2
SMAD4	SMAD family member 4	COSG63839	18	51028394	51085045	18q21.2	y	y	colorectal, pancreatic, small intestine	gastrointestinal polyp	juvenile polyposis	E	Rec	TSG	D, Mis, N, F		n		1	SMAD4,ENSG00000141646.13,Q13485,4089,DPC4
SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	COSG94137	19	10960825	11079426	19p13.2	y	n	NSCLC, SCCOHT			E	Rec	TSG	F, N, Mis, S		n		1	SMARCA4,ENSG00000127616.18,P51532,6597,BAF190,BRG1,FLJ39786,SNF2,SNF2-BETA,SNF2LB,SWI2,hSNF2b
SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	COSG106041	22	23786931	23838008	22q11.23	y	y	malignant rhabdoid	malignant rhabdoid	rhabdoid predisposition syndrome	M	Rec	TSG	D, N, F, S		n		1	SMARCB1,ENSG00000099956.19,6598,BAF47,Ini1,PPP1R144,RDT,SNF5,Sfh1p,Snr1,hSNFS
SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	COSG71965	12	50084972	50100712	12q13.12	y	n	breast			E	Rec	TSG	N		n		2	SMARCD1,ENSG00000066117.14,Q96GM5,6602,BAF60A,CRACD1,Rsc6p
SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	COSG61073	17	40624962	40648864	17q21.2	n	y		meningioma		O	Rec	TSG	F, Mis, N		n		1	SMARCE1,ENSG00000073584.19,Q969G3,6605,BAF57
SMC1A	structural maintenance of chromosomes 1A	COSG73424	X	53374149	53422728	Xp11.22	y	n	AML			L		TSG	Mis		y	Cornelia de Lange syndrome 	2	SMC1A,ENSG00000072501.17,Q14683,8243,DXS423E,KIAA0178,SB1.8,Smcb
SMO	smoothened, frizzled class receptor	COSG112751	7	129188872	129213545	7q32.1	y	n	skin basal cell			E	Dom	oncogene	Mis		n		1	SMO,ENSG00000128602.9,Q99835,6608,FZD11
SND1	staphylococcal nuclease and tudor domain containing 1	COSG69136	7	127652180	128092609	7q32.1	y	n	pancreas acinar carcinoma			E	Dom	oncogene, fusion	T	BRAF	n		1	SND1,ENSG00000197157.10,Q7KZF4,27044,TDRD11,p100
SNX29	sorting nexin 29	COSG71274	16	11976737	12574289	16p13.13	y	n	PMBL, Hodgkin lymphoma			L	Dom	fusion	T	CIITA	n		2	SNX29,ENSG00000048471.13,Q8TEQ0,92017,FLJ12363
SOCS1	suppressor of cytokine signaling 1	COSG89969	16	11254405	11256200	16p13.13	y	n	Hodgkin lymphoma, PMBL			L	Rec	TSG	F, O		n		1	SOCS1,ENSG00000185338.5,8651,Cish1,JAB,SOCS-1,SSI-1,TIP3
SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	COSG84335	2	38981396	39124345	2p22.1	y	n	lung adenocarcinoma, follicular thyroid adenoma			E, O		oncogene, fusion	Mis, T	ALK	y	Noonan Syndrome	1	SOS1,ENSG00000115904.12,Q07889,6654,GF1,HGF
SOX2	SRY-box 2	COSG104377	3	181711924	181714436	3q26.33	y	n	NSCLC, oesophageal squamous cell carcinoma			E	Dom	oncogene	A		y	Microphthalmia and oesophageal atresia syndrome 	1	SOX2,ENSG00000181449.3,P48431,6657
SOX21	SRY-box 21	COSG94735	13	94709622	94712399	13q32.1	y	n	multiple myeloma			L		TSG	D		n		2	SOX21,ENSG00000125285.5,Q9Y651,11166,SOX25
SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	COSG97186	17	20009344	20319026	17p11.2	y	n	JMML			L	Dom	fusion	T	PDGFRB	n		2	SPECC1,ENSG00000128487.16,Q5M775,92521,FLJ36955,HCMOGT-1,NSP
